email,password,role,uuid,first_name,last_name,date_of_birth,country,hiv_status,diagnosis_date,art_status,art_start_date,life_expectancy
john28@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,432C31E7-71A4-438B-A360-4AB8806FC660,Lucy,Wilson,10-03-1983,KEN,N,04-05-2009,N,02-01-2003,18
mary89@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,15816223-49DD-4062-AA90-D036BCD4B4EB,Mary,Williams,08-10-1992,RWA,P,02-09-2020,Y,20-06-2009,14
alice5@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,14F1A9ED-2910-434C-B29C-B423CF43FACF,John,Wilson,22-08-2007,RWA,P,28-12-2007,Y,03-04-2009,32
paul41@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,EE555A2F-F864-4A61-AB91-D74832DDC709,Jane,Wilson,05-08-1992,TZA,N,01-01-2005,N,24-09-2015,24
peter41@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,998669D7-E373-4E3A-BFBE-254964FF9A26,Lily,Smith,27-07-1980,UGA,N,06-03-2003,N,08-01-2012,13
john21@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,BE60F88D-2A40-43B2-A976-BE0B9FDB6046,Paul,Neda,14-07-1972,RWA,P,25-02-2011,N,10-05-2009,47
joy59@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,948D094A-9FE2-408D-9A7D-49B3B58F8CE7,Alice,Brown,02-06-1976,KEN,N,04-02-2004,Y,01-06-2004,47
peter94@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,FCCF995F-6987-4E7E-8841-8C2CFD47F40B,Alice,Garcia,16-01-1977,TZA,P,04-03-2007,N,16-12-2011,42
jane79@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,BD89F13C-A9E4-454A-9FF1-3D6B8FBEDC1F,Lily,Garcia,17-08-1979,BDI,N,01-02-2014,Y,18-08-1995,31
lucy78@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,87844137-E384-4A56-955F-C865203D0DB6,Tom,Smith,13-08-1976,TZA,P,25-03-2007,Y,18-01-1998,44
peter21@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,39CDD8CE-7A76-447C-A2B3-7332123ECD8A,Alice,Williams,11-05-2001,KEN,N,10-12-2019,N,23-06-2010,13
jane55@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,44C6CE4A-FD3F-415A-BC70-0C89B1064BD6,John,Wilson,06-08-2003,KEN,N,02-09-2019,Y,06-11-1997,21
alice16@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,5CF7332F-7A3B-42DB-9C49-1D769395478F,Lily,Garcia,18-06-2010,UGA,P,19-12-2003,Y,08-07-2005,13
joy30@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,7B329295-E342-4700-9E48-0F73CFAAFCFB,Tom,Johnson,15-05-2000,TZA,N,18-11-2002,N,27-09-2001,23
paul55@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,5F8B761B-7CFD-4324-BCF1-2CBE07DFF08A,Joy,Doe,20-08-2007,UGA,P,20-09-2009,Y,16-12-2009,50
john10@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,EBB8FAD9-6158-4C1C-AAC3-2FD991C1BAFD,Paul,Johnson,02-05-1988,KEN,N,26-08-2005,N,10-08-1997,48
john53@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,508D7F15-8869-4360-BBED-E880D89BACDC,Lucy,Miller,21-10-1994,TZA,P,11-05-2006,Y,25-05-2005,31
lucy7@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,D7C4876C-E78A-4FF4-B4F6-215FDD6895C9,Lucy,Miller,05-08-1976,UGA,N,26-12-2004,Y,15-03-2002,45
jane25@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,1F64D308-F865-49E4-878B-B396FE21D00C,Paul,Smith,18-04-2001,BDI,P,18-03-2020,Y,06-03-1996,38
lucy74@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,BD2C4C3C-5A62-4A3C-9A3E-9449D9DF0F15,Lily,Johnson,05-01-1973,BDI,P,28-10-2002,N,18-09-2002,19
paul15@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,31426340-B3D8-4EA8-93C9-34680D3A14B7,Mary,Wilson,01-04-1996,TZA,N,28-03-2020,Y,22-09-2011,17
john73@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,9329EE9D-62D3-4E4C-9A9F-D2922AE08EFC,Jane,Williams,04-09-1994,BDI,N,13-11-2018,Y,07-01-2011,17
joy97@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,A1342179-8870-4406-A86B-118ECE6F7E67,Lily,Williams,22-08-1987,BDI,N,05-02-1997,Y,26-07-2011,14
tom32@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,DCB8F4BA-946B-44A9-9C6A-E7E2075AADE3,John,Smith,21-12-1992,TZA,P,24-12-1996,N,18-05-2002,14
paul78@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,62971A10-4C9C-42FF-9473-644325CA45E4,Lucy,Miller,19-11-1994,TZA,P,26-01-1993,N,24-12-2013,45
lucy74@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,443E8AF2-E47D-410E-96C4-F4F945D4B11A,Lucy,Garcia,04-04-2002,TZA,N,04-04-2015,Y,03-04-2003,35
mary41@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,364D3797-804C-4364-B57E-DF7D82F04343,John,Neda,08-01-1987,UGA,P,24-08-2006,N,14-08-2002,48
mary33@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,29A4DA6D-CE53-4C0B-AFF7-0B22F9D99171,Mary,Miller,12-03-2006,RWA,N,04-02-1995,Y,20-12-1997,17
paul20@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,C7F9C4E1-9F14-4F7A-8C8A-02800B53E0D3,Paul,Doe,06-04-1985,BDI,P,01-09-2000,N,25-02-2014,17
peter82@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,138CDCD8-35D7-4672-8020-C9AFC1088FA7,Joy,Johnson,04-09-1987,UGA,N,19-08-2005,N,26-10-1998,23
lily70@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,E947A07A-E020-4F77-818E-C68BE1735C6D,Lily,Garcia,12-04-1982,KEN,P,24-10-1993,N,05-09-2006,23
jane93@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,B08FFD6D-105E-4693-82F6-B836A187AAE0,Joy,Smith,05-05-2006,UGA,N,12-10-2004,Y,15-06-2007,49
lucy95@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,413E4DA2-1E01-4568-9015-BA80290EB2BE,Jane,Neda,14-07-1998,KEN,N,13-11-2008,N,01-08-1998,11
tom14@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,50686694-9126-424F-89E4-9B0F99CC58EB,Lily,Brown,19-10-2004,KEN,P,15-12-1993,N,21-10-2009,10
tom61@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,5F64723E-1043-4F37-92D3-B5045DA2CFC3,Mary,Neda,03-01-1974,BDI,N,07-02-1998,Y,24-05-2009,36
paul10@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,F1B2B8AB-144E-4AFA-8D40-FCEB34679D8E,Joy,Miller,17-11-2005,RWA,N,04-02-2005,Y,06-06-2017,34
peter28@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,C0BBB09E-3143-4E03-9A57-FB0BE1AF6C69,Tom,Williams,09-04-1993,TZA,N,13-08-1996,Y,25-05-1999,32
lily87@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,3FB65543-CE56-419C-A750-6D09A859EFEC,Tom,Wilson,08-04-1973,BDI,N,27-10-1992,Y,08-11-2010,46
lily79@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,F6F696E3-2E59-49D5-9887-2D7BAAB498A2,Lucy,Wilson,14-02-1976,UGA,N,25-02-2010,N,12-11-1997,33
mary58@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,8D3BAAA0-CA77-444C-BDFB-A6B4AFD16395,Lucy,Garcia,10-03-1999,RWA,P,06-07-2000,N,07-11-2008,30
lily73@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,A254C689-E8C7-44CD-8E68-9C86E0BA76FE,Joy,Brown,12-03-1979,BDI,N,17-07-2011,Y,02-01-2015,44
lucy68@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,1721F1BB-EEAB-4FEB-BE1B-3EF2D726B138,John,Williams,26-12-2003,KEN,P,22-02-1991,N,23-12-2014,24
lucy46@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,9306D32F-E121-4942-9036-F9C569B75D4E,Jane,Miller,08-07-1977,TZA,N,06-04-2007,N,28-06-2014,30
lucy40@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,9E0C4AA4-4168-48C0-9D47-7C521ED2E4B8,John,Smith,27-04-2000,TZA,P,10-05-2008,N,28-12-2015,25
paul92@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,456550DE-539B-49CE-8501-E45C3B0A5B98,Lucy,Miller,20-07-1995,TZA,P,12-05-2010,N,13-09-2006,21
tom73@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,79C57CF2-B62C-4D9A-AA77-A60695E6C4D8,John,Smith,28-07-1986,TZA,P,09-09-2006,Y,05-08-2007,30
lily27@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,8B42AFE5-3E76-4AF1-979C-715B43CFC5E8,Paul,Doe,28-09-1980,BDI,P,19-01-2003,N,01-02-2002,47
alice26@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,917F0A0E-3509-4149-A212-E34C39E6B203,Jane,Garcia,06-01-1990,TZA,P,07-04-2019,N,19-12-2010,21
lucy83@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,57545725-631F-4685-B7F1-4386A068F8E6,Peter,Williams,01-07-1994,TZA,N,17-06-2000,Y,05-10-2013,24
lily20@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,DF3D0AF4-B97A-4ADB-9290-29DE34709894,Lily,Miller,02-06-1997,RWA,N,06-12-1999,N,16-04-1999,23
paul47@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,A3FEAB2E-F4B2-491E-A8AB-8FBCD23873B8,Jane,Doe,02-04-1970,BDI,N,26-02-2009,N,08-09-2001,34
jane54@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,A362F350-C49F-4113-9C8F-5051C9F09DF2,Alice,Miller,07-11-1973,TZA,N,28-12-1991,N,26-10-2003,22
peter76@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,FEF725CA-34B3-43C2-B789-3A371275B412,Alice,Williams,20-08-1987,BDI,P,02-02-2011,N,28-04-2000,22
lucy13@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,E2DD07B3-4F62-4D44-94D3-AA91067AA52C,Alice,Brown,02-12-1996,BDI,P,26-01-1991,N,16-06-2020,19
mary83@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,12B33FC9-07EC-49D6-95ED-83B6222F5483,Joy,Smith,18-02-2005,KEN,N,01-09-1999,Y,19-04-2019,39
alice46@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,8A6963B0-2D8B-4CC3-A69A-F46907FFBF5F,Paul,Garcia,04-06-2008,UGA,N,27-03-1993,N,19-02-2006,13
joy58@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,1E5FB206-44D0-4401-B672-F69C1D09203E,Peter,Brown,04-10-1993,BDI,N,21-09-2000,N,24-03-2006,24
tom52@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,F935899E-C2B8-46D5-A0CD-2C523EFCE9A4,John,Doe,19-11-1994,BDI,N,09-04-2019,Y,25-09-2020,18
jane36@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,50844CB7-E929-45FC-B514-C40876A24EC4,Peter,Williams,03-12-1998,TZA,P,06-07-2010,Y,02-05-2007,29
paul82@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,3F65C7DF-DFD7-4AF7-A614-7F9BF4F55B29,Jane,Doe,04-11-2010,UGA,P,02-05-1990,N,25-12-2001,29
lily30@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,62AF86EE-CB75-47BD-9DAE-51416DB2800F,Jane,Garcia,13-03-1978,BDI,P,13-08-2003,N,16-06-2003,48
mary72@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,F822B9CB-82CF-4044-9815-7BDC70018762,John,Neda,22-04-1999,RWA,P,18-05-1995,Y,08-10-2002,11
john24@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,FF4FEFA2-3ED5-45AA-A990-672A01565883,Tom,Neda,20-12-1986,TZA,N,22-05-2020,Y,05-11-2020,30
lucy39@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,D3B830C1-EEC5-4954-BF1E-BC8BE6DA2B86,Lily,Smith,20-08-2005,KEN,P,02-08-1994,N,20-05-1998,31
alice93@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,F8661F6D-7278-46E2-A3FA-40ECC1F88C65,Tom,Neda,11-02-1999,KEN,P,07-04-2003,N,04-05-2018,49
paul59@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,A2C1F283-B770-4DB2-A500-B60BB336CD2A,Jane,Johnson,10-11-2006,BDI,P,28-12-2019,N,27-04-2000,38
john3@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,179B230E-C899-4847-AA92-DD5EB88678C1,Lily,Neda,28-06-1979,BDI,N,16-03-2013,Y,19-09-1997,10
alice22@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,90E406C0-C01C-4D35-8B29-892AF69C1EF8,Peter,Williams,04-09-1979,BDI,P,18-03-2001,Y,12-07-2003,35
tom21@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,EF3473D9-9265-4F95-A551-173734F57C83,Lucy,Davis,11-10-2004,BDI,P,28-06-2003,Y,01-11-1997,21
alice74@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,F01871F2-3094-4094-92EE-C581BC4E2F76,Tom,Neda,05-08-1978,KEN,N,11-11-1991,N,03-11-2007,42
lily37@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,20D7150C-02FB-4936-9D70-6B4D05DCF40B,Lucy,Williams,09-12-1975,RWA,P,07-01-1990,Y,19-06-2020,13
alice93@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,71A2BF04-A446-4448-BD39-6880326B920E,Peter,Johnson,17-06-1993,KEN,P,25-11-2016,N,24-09-2009,28
mary16@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,E58F37FE-F6A4-40EC-9BB4-6D56251B6923,Tom,Wilson,19-05-1970,UGA,P,28-09-1995,N,16-08-2006,33
lily99@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,D71F215B-1E12-4410-9E75-C69E947A3155,John,Neda,16-06-1993,RWA,N,28-12-2004,Y,05-07-2018,36
peter75@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,773955D9-562A-448C-94C3-ED3FAF730FAF,Tom,Miller,28-07-1990,KEN,N,26-10-1998,N,22-02-2004,17
lucy70@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,89B2817F-4464-4A1A-8C95-1B0EFC428D62,Alice,Johnson,03-12-1992,KEN,N,12-04-1995,N,16-09-2003,11
john18@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,5126FB0D-9951-467A-B4B8-A4354A6A4384,Jane,Williams,03-05-1972,UGA,N,02-12-2019,Y,11-05-1996,36
paul11@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,9CA84C1C-C101-4630-A2DA-41EF80752422,Tom,Neda,24-11-1972,RWA,P,03-10-2018,N,17-02-2016,23
lucy50@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,BD65B449-7E6A-4CF4-8DAA-8526494757A9,Joy,Johnson,18-11-1974,BDI,N,23-06-1996,Y,11-03-1997,23
joy80@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,E8F0594A-4A2B-4606-AE6F-B3AA85F960C9,Lily,Smith,23-07-1971,UGA,P,06-05-2013,Y,19-02-2011,28
alice29@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,F278BBDC-E326-47EA-A447-B2FEFDB15BC4,Joy,Garcia,07-04-2010,UGA,P,10-10-2020,N,26-03-2011,10
lucy31@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,BA2756E4-E325-4AE2-9C28-7FA9AD3E153F,John,Miller,27-09-2004,KEN,N,11-02-2013,Y,04-06-2007,13
lucy9@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,36C3C389-F3B3-4203-B6E1-952202156021,Lily,Neda,17-05-1975,KEN,N,21-04-1990,N,06-07-1996,46
lucy25@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,BF6A996F-0840-4778-A118-349B39E91A85,Lily,Miller,04-04-1998,RWA,N,28-02-2010,N,23-01-2009,44
john16@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,B170488B-8ABD-426F-969E-AA92F878200B,Mary,Brown,01-07-1981,RWA,P,23-04-2002,Y,09-03-2007,21
paul59@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,A4AF9091-192D-4E57-A8F8-BDEDD45DD982,Lucy,Doe,22-09-1999,BDI,N,05-07-2007,N,27-12-2017,49
lucy18@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,EB7AEA9E-ACE9-43E3-905B-2FD55D67677D,Lily,Wilson,14-03-2003,RWA,P,19-12-2012,N,09-09-2001,41
lily35@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,3CFDC8D5-F03B-4370-B1A6-7A0D6AECE8E5,Paul,Garcia,20-06-1991,KEN,N,18-10-2018,Y,23-06-2001,37
alice73@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,4FEA4B15-43B1-4945-A716-C323A6A6F89F,Alice,Smith,18-04-2003,TZA,N,03-12-2019,N,04-09-2019,12
jane1@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,44BEEEB9-62E4-4023-ADAF-A656B18D0818,Jane,Brown,26-07-1982,BDI,P,12-01-2020,Y,24-06-2018,15
lucy58@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,A6B794AE-EACD-4592-B985-ADEDCE849D03,Peter,Davis,16-12-2006,RWA,N,14-08-1999,N,02-02-2001,33
paul13@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,2C0071AA-C9A0-4B21-BB8E-96381C0FCAA0,Lily,Wilson,27-12-2001,RWA,N,28-01-1997,N,16-08-2015,30
lucy73@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,B8605D7E-CAEE-4FDA-BFF7-3835A21FA69A,Alice,Johnson,03-08-1995,RWA,N,01-03-2001,Y,18-06-2016,41
jane86@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,9D5E0945-7A35-439A-8B65-47F73FDAC46A,Lucy,Miller,22-03-1998,KEN,P,10-02-2009,N,12-10-2013,47
joy41@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,A272352B-A0C8-4ECC-8239-C2FDD2288D55,Paul,Garcia,11-07-1996,BDI,P,01-05-1994,Y,11-01-2011,29
lily77@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,9B4682E3-35C4-42EE-B6AB-22D878B6562C,Lily,Johnson,07-12-2010,UGA,N,09-06-2008,Y,02-12-2007,40
lucy98@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,E75E0C94-D0D5-4E2F-B97D-0257BF68372C,John,Neda,06-08-1972,TZA,N,13-07-2017,Y,05-06-1995,30
john18@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,A5E00681-3FDD-452A-8A6D-635B6923711C,Lucy,Davis,25-12-2002,UGA,P,04-05-1995,N,21-06-2010,49
jane99@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,E851D617-3378-4386-9483-4A188F537819,John,Neda,16-05-1981,RWA,N,27-12-1990,Y,08-12-2008,50
jane62@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,E9313112-F568-4A15-B8D4-7A9621B27E35,Paul,Wilson,19-10-2007,KEN,N,26-06-2014,N,21-09-2007,28
peter90@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,F1022A67-C1B6-4872-83A4-A1D3CE75C351,Joy,Neda,19-07-1993,KEN,P,20-04-1991,Y,26-04-2009,10
alice47@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,AD2C34F5-D082-499A-A14C-21FA62E60447,Alice,Smith,17-11-1984,TZA,N,04-11-1996,Y,15-11-2003,19
john76@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,204FC262-CD05-4574-9731-2F2E8D5C85A0,Tom,Wilson,14-07-1985,TZA,P,19-04-1999,N,16-08-2006,33
jane20@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,23F9D11C-B7E4-4179-8DDF-5CFD2AB275F6,Paul,Brown,19-01-2007,TZA,P,11-12-2005,Y,23-11-2006,39
lily97@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,547265A2-1AB1-4F62-AEDB-A86A1C96D9BF,Jane,Williams,10-08-1976,BDI,N,03-05-1996,Y,16-08-2001,30
lily81@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,01D2B367-F49A-4BA0-B6E3-189EC8F26A61,Paul,Smith,26-09-1972,BDI,P,19-12-2019,Y,13-07-2015,10
paul69@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,6A05A8B2-AEB9-4765-BB07-60C938F73C8D,John,Johnson,24-06-1999,KEN,N,16-10-1992,Y,01-05-2016,36
joy73@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,3EB1F695-3A1F-455D-B8D9-9DE014AE6E36,Mary,Garcia,15-07-1982,TZA,N,24-04-1993,N,22-05-2015,32
jane80@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,8052C5AB-30EA-42C0-9DDF-3183016273EB,Alice,Neda,04-09-1993,RWA,N,28-02-1995,N,24-08-2014,46
tom69@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,406E5DB7-5075-451F-9566-E660E8BF8D5F,Lucy,Smith,19-06-1982,RWA,P,02-06-1996,Y,20-05-2005,31
joy95@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,6F2A1397-EA8C-4151-81D4-2815C8B5B393,Joy,Johnson,26-10-1979,RWA,P,07-09-1998,Y,03-07-2007,28
alice95@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,CC657CE5-F2C1-4A38-A875-5E913BAC8FE5,Peter,Williams,15-06-2006,TZA,N,07-04-2012,Y,24-10-2013,28
peter84@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,5D48EDA8-C02E-4B5A-9506-9FDA4DD6F770,Jane,Doe,26-08-1978,TZA,N,19-02-2005,N,26-12-1998,27
paul94@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,661DCE8F-EEBD-482E-9CDF-E0B275D7DA09,Peter,Williams,19-05-1974,BDI,P,23-01-2006,N,28-08-1998,33
lily90@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,F6166892-5390-416E-A7F3-ED4BA53DFD48,Peter,Garcia,02-10-1988,KEN,N,12-05-2013,N,22-07-1998,50
john34@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,EAC09DF4-60DB-412F-AB49-1579460BBFF7,Mary,Miller,12-04-1991,KEN,P,25-08-2014,N,11-10-2012,47
john15@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,CBBEACEA-EA5F-4120-971D-73AFD15C0563,John,Garcia,23-02-1982,KEN,P,14-05-2002,Y,09-12-2007,25
alice3@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,2A5499B8-86A9-45C2-936E-B660807C2761,Jane,Miller,27-07-1979,RWA,N,04-08-1999,Y,12-07-1996,16
alice26@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,36CFE31A-864C-4B41-AF5F-210847D56FD2,Joy,Smith,13-12-2004,BDI,P,03-04-2018,Y,13-02-2001,27
john82@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,6ADE8E36-FED0-4005-8F38-1CB8179ED6FA,Joy,Brown,16-04-1998,TZA,P,01-02-2000,N,22-04-2006,29
jane66@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,383948C6-30B9-4F73-84B7-BCC4FB451560,Joy,Garcia,06-02-1979,BDI,P,25-09-2014,N,10-12-2011,25
alice91@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,698B92AD-F885-4E84-9809-901BA00C650B,Alice,Johnson,13-10-1981,TZA,N,10-09-1992,N,21-03-2005,11
peter57@gmail.com,$1$24uuid$5f4dcc3b5aa765d61d8327deb882cf99,patient,BAB80901-6428-4B2C-BAFA-0BC50823A767,Jane,Miller,20-04-1975,TZA,P,15-11-2019,N,25-05-2019,10
